f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,target
36.85762,17.067814,3,3.072057,379.4976189,12.42387003,573.3090179,418.6578701,Batch4,25.14051952,0.769277914,48.29905614,11549.696
43.07767,18.386465,3,3.0402563,377.6105195,10.67376635,571.8178823,364.5830154,Batch3,26.66218456,0.617571755,54.08918894,11572.27
54.794468,21.33542,3,2.8773954,370.9243634,10.12818622,585.1927638,392.9326571,Batch3,19.71830567,0.987334154,45.87306539,11575.319
36.411312,16.989958,3,2.996942,374.2322867,9.558218866,607.4142453,427.763287,Batch2,28.79568311,0.621652457,42.63835495,11567.907
78.291084,23.863836,3,2.88847,387.5539123,10.87483213,588.6721791,456.9189108,Batch3,20.91095601,0.941239114,42.63978047,11539.696
32.110123,18.599367,3,2.7510922,385.0091719,11.92632448,561.6529481,368.4819512,Batch1,17.44527116,0.586564247,44.06527505,11461.903
36.69967,15.503906,3,3.1135528,370.2244476,10.30212769,567.7526748,395.1486079,Batch3,25.38066777,0.837383786,42.30431385,11500.44
38.045628,17.83973,3,3.1533043,380.9933231,8.596803167,583.2402598,360.460318,Batch4,24.5892207,0.705645804,44.41094148,11577.1455
39.197678,18.724354,3,3.1767638,387.5138712,11.03603974,612.7763586,376.6614106,Batch3,24.99489049,0.986009087,51.58068689,11495.965
35.269493,18.042793,3,2.9896045,363.3059472,11.28831977,567.8812059,391.4435278,Batch4,21.17677691,0.592386316,45.1267203,11470.59
54.03788,19.421843,3,3.2295394,385.4336019,9.231323488,604.8525483,409.4707573,Batch4,21.87443691,0.704397337,46.85893123,11573.851
38.430904,14.501373,3,3.0365522,373.3737624,10.64118735,569.5908697,375.362357,Batch3,30.6422333,0.819888162,41.05467967,11477.401
37.42493,17.009209,3,3.060915,385.7059867,10.86098081,576.9292262,375.0318927,Batch3,27.20542808,0.988810212,57.84418185,11573.337
41.441193,17.484243,3,3.1499758,372.3674084,10.44151416,573.7750822,435.5612977,Batch3,20.21626962,0.651931538,42.76321984,11561.042
62.303116,27.24639,3,2.9663796,361.951179,9.867383265,565.3782908,455.8905829,Batch4,15.24651553,0.698435526,46.97331671,11519.195
80.33457,24.986223,3,3.1650136,363.7245756,11.31274978,613.7063854,385.5974265,Batch1,20.42791799,0.730895994,47.58958501,11573.852
57.3931,21.452211,3,2.9530473,380.4808495,10.1772962,597.0722838,425.679122,Batch2,25.78649536,0.626350246,55.44252538,11581.691
35.717365,16.586958,3,3.1263714,382.597225,9.31185107,626.4842753,378.3888507,Batch3,21.84034141,0.90867735,49.67085707,11564.169
35.059208,17.036161,3,3.0041435,370.9568337,8.860420411,567.9112672,452.074748,Batch2,21.45174897,0.545997803,47.65912578,11552.734
33.13975,17.516142,3,2.8796866,386.3859246,11.50867962,571.5786347,424.0192596,Batch3,22.05419781,0.852394966,53.91749397,11511.555
46.886616,6.991978,3,3.0338151,363.3847994,10.99333118,584.5166185,438.294454,Batch4,24.63646219,0.766964485,51.94029501,11480.15
52.45996,19.736538,3,2.8796914,379.339202,10.57037884,621.269279,355.4289448,Batch4,28.92313956,0.620963478,41.56269168,11591.238
33.564243,17.740812,3,2.6592748,367.889838,10.14778029,584.4607059,415.8356565,Batch2,24.99790398,0.746415237,46.25400502,11453.625
29.042356,18.596907,3,2.6282399,373.4816389,10.07680127,592.6734966,408.0373564,Batch1,25.30968511,0.914974546,59.57216257,11463.71
41.825943,18.012306,3,2.9020672,380.4739867,9.639410681,584.1282853,382.2296598,Batch4,23.87569818,0.722720802,49.66670406,11582.135
31.65093,18.331362,3,2.784815,371.3958663,10.15483548,566.4179433,378.8672984,Batch2,22.50321584,0.560948882,48.4838614,11465.104
34.25274,17.660072,3,2.9358082,376.1544446,8.803930228,635.1546898,413.8027283,Batch4,29.47120436,0.520400981,42.99839603,11469.32
30.456875,19.061995,3,2.67807,390.0629281,9.911149077,603.8831194,427.7134199,Batch3,28.71201034,0.888898147,56.78140348,11459.355
68.9122,22.55651,3,3.211962,374.2310813,10.25124999,623.0266551,353.6490033,Batch2,35.22639959,0.665216573,42.66615755,11574.835
35.392323,16.688536,3,2.9842854,388.3569211,10.98790404,612.6685674,412.414174,Batch2,28.05282149,0.965622348,42.10167488,11567.077
41.402195,17.726667,3,3.2090864,368.7029315,10.46805883,601.1403423,368.7505482,Batch3,22.50792839,0.808573591,48.78000701,11565.463
35.833233,17.045483,3,3.03948,385.2980418,11.13593849,567.1742605,365.4399005,Batch2,20.47674345,0.718141946,48.73293759,11527.085
45.42315,19.254417,3,2.9854574,394.4156862,11.57930808,611.4186836,418.5431437,Batch3,29.7647263,0.78223246,59.62937973,11557.531
36.65549,16.871708,3,2.9172688,355.283555,11.34653608,572.4296285,384.1957129,Batch1,20.92506558,0.728566322,42.55066973,11576.428
37.153362,16.962648,3,3.0806475,372.0310474,10.87640788,593.1506535,398.4968256,Batch3,29.04868343,0.952905541,49.67654197,11560.492
35.775436,17.040964,3,2.9557984,385.7707213,10.50949014,610.3290515,389.599869,Batch1,21.20043003,0.729010935,44.02490624,11561.426
33.844395,18.620487,3,2.8677359,377.9695461,9.715369593,622.57832,421.3169952,Batch2,26.74579192,0.552032254,54.03527783,11462.184
52.244152,20.065012,3,2.8726816,383.7114587,11.09195524,614.8036141,401.7131743,Batch3,19.70124393,0.79854402,47.83373754,11587.359
34.680435,17.117338,3,2.8650374,373.9601481,11.84379791,613.7226823,455.9804528,Batch2,28.89942677,0.811490523,52.96935779,11554.809
64.22529,34.327484,3,2.9311585,380.8658979,10.77368483,571.9233767,388.7621035,Batch1,18.83164172,0.882665036,46.76822367,11500.7
36.06786,17.306932,3,3.0027444,378.4432276,12.03380732,587.6902832,431.4312774,Batch4,26.36478665,0.966642071,51.29091973,11548.321
43.601383,18.241257,3,2.9281192,391.6778206,9.279542634,563.4329818,378.3021824,Batch4,24.01080033,0.721540841,49.3827395,11586.449
36.734283,16.990177,3,2.9657702,382.5442084,9.576669292,617.5581515,405.9628402,Batch4,25.50903219,0.676038303,47.48729955,11567.765
44.991005,18.719633,3,3.1348526,383.3760266,11.18416121,636.2068785,410.7826727,Batch4,23.02098083,0.745385508,50.75049585,11556.899
36.809517,18.42395,3,2.6827836,375.8812303,10.71143217,581.1288312,386.2020209,Batch4,22.90370026,0.950099451,47.67597354,11456.62
34.518528,17.924257,3,2.8801668,375.1239378,11.55102574,567.0157367,401.8958582,Batch1,25.77390602,0.989991191,56.12037556,11470.323
35.513153,18.22568,3,3.0097427,375.6744181,10.48762269,598.0456061,380.7206502,Batch4,19.98930811,0.985617503,49.90475201,11478.825
51.695534,21.261219,3,2.8464208,383.9445214,9.805619662,628.5358579,350.660086,Batch4,19.95988969,0.614847756,58.06254533,11585.576
39.590393,17.050976,3,3.0297582,375.7901552,10.32912541,604.1579356,373.7213132,Batch2,23.2072525,0.748447681,44.45608481,11493.965
34.869442,18.186005,3,2.981343,382.8977486,9.273852823,563.742172,427.007059,Batch3,23.0126493,0.629737013,42.2424776,11479.957
39.23309,13.127383,3,2.8669028,400.754008,9.597127462,637.9417792,434.8059327,Batch3,19.97301768,0.683991391,47.61934719,11452.43
36.101807,16.93684,3,3.1117358,388.711247,11.2779552,626.2919928,380.8223154,Batch3,29.62107346,0.515842053,43.67319123,11572.691
37.784626,16.775396,3,3.093387,376.7397647,11.19822993,570.5275262,394.8847299,Batch3,23.32763291,0.58030059,47.86238786,11504.197
30.647837,19.053741,3,2.6108618,392.0121392,10.79040343,633.7438205,354.1102226,Batch1,23.86668899,0.698537977,44.14821889,11457.813
39.681065,18.686,3,3.0315707,375.9192463,9.123137983,596.0550631,376.0769191,Batch3,18.36235837,0.682352316,57.36432618,11562.95
48.485962,21.190756,3,2.9781651,359.6187546,10.21327714,589.7518392,435.7141212,Batch2,35.35817927,0.639416276,51.3580906,11530.447
35.69505,17.103416,3,3.017194,369.9191369,9.520000089,596.8842664,416.6584897,Batch1,37.13533698,0.615154789,49.9517853,11545.48
35.169003,17.305195,3,3.0553882,361.2920808,11.4412266,626.7657565,372.6347574,Batch4,21.09800711,0.874477857,55.75490188,11570.252
36.68897,17.564548,3,3.0911367,376.4848652,10.03302229,612.7583743,378.3186195,Batch2,31.13043191,0.64727485,42.60734026,11566.764
31.572693,18.051033,3,2.6488523,380.1841838,9.631401831,564.7398762,439.8482225,Batch2,24.54093308,0.853271816,57.14029441,11454.849
35.234474,16.96843,3,3.0074394,396.7643731,10.52383693,636.6083497,372.9992623,Batch4,33.01884796,0.684312555,49.66608116,11552.792
37.315643,16.46183,3,2.9804637,383.2692737,9.987876435,571.8227307,386.7573498,Batch4,26.68116543,0.90098962,42.72866459,11586.483
38.55141,17.885376,3,3.127501,377.8089947,11.68699513,619.6454361,423.0794561,Batch2,25.49881084,0.583616674,56.38822932,11496.244
34.06399,18.440502,3,2.8776953,388.2940558,9.912151282,610.8909224,411.7223624,Batch1,12.5036523,0.57880194,49.21550421,11465.594
29.402884,18.693754,3,2.714869,357.8886469,9.380617393,575.0022438,400.6957226,Batch4,20.60697013,0.839836134,52.09201085,11464.555
33.70545,17.557392,3,2.9191244,382.3561456,8.777669187,573.6585661,448.97152,Batch3,25.10260335,0.957457621,57.87217772,11501.873
36.26681,18.0757,3,3.0124466,387.7086519,10.4753708,629.6262075,374.1681509,Batch2,25.99333126,0.571493352,57.81383264,11478.402
61.266308,27.04221,3,3.020841,365.2141375,10.05045591,593.5755939,431.556188,Batch2,18.92583143,0.536852309,57.85637783,11555.818
63.622696,34.826996,3,2.8883133,391.4375404,9.356876315,612.3661211,367.4970225,Batch4,21.35614236,0.967318603,48.33834918,11478.862
38.713535,17.201138,3,2.9236822,383.3849641,11.45138117,600.3256803,417.7307217,Batch4,27.76723509,0.558663472,54.99211764,11577.175
69.08174,33.40102,3,2.969053,375.8471209,11.03379612,618.1882814,445.768592,Batch3,18.08394635,0.62518346,44.66541719,11491.544
36.833366,18.344025,3,3.0714402,386.3278187,10.4774257,598.33939,400.3691964,Batch3,25.66864862,0.964747084,56.62353977,11474.048
53.80029,27.799381,3,2.9806867,402.7069286,11.591461,582.9903932,429.6723958,Batch3,31.18976766,0.901458946,46.83444613,11494.759
29.758295,18.088272,3,2.6528485,381.8186626,11.03002883,589.0706697,440.2432688,Batch3,26.92734815,0.671378907,49.27824924,11464.358
42.922256,18.257462,3,3.2212374,382.4822059,9.841715279,628.7262156,364.9629067,Batch2,26.67743372,0.97726386,57.82783296,11586.66
37.43204,17.945547,3,2.9215512,375.406391,9.668623869,597.4427754,427.6409585,Batch4,14.89924275,0.784024257,56.11479903,11508.589
69.38707,37.127876,3,2.9276466,371.5015563,11.15438524,577.0759466,451.1825126,Batch1,20.89043612,0.536124131,59.0502241,11494.364
71.40636,34.550797,3,2.9805608,388.3033582,10.81709357,634.768431,413.4007671,Batch4,35.27100917,0.851533439,47.2694598,11488.801
34.795242,17.10555,3,2.9337757,371.4391617,10.63579821,623.7280365,370.4734469,Batch4,22.00419041,0.768638679,43.02170539,11513.635
35.20202,17.547508,3,2.8506992,380.7156624,9.822801758,564.4532917,363.9636785,Batch3,31.32238105,0.786294025,58.20820846,11539.282
61.746536,20.611885,3,2.8712814,375.2234255,10.98635805,639.915437,378.5708864,Batch3,21.94579555,0.997052122,49.86308774,11576.314
31.28981,18.91127,3,2.6045628,384.7897983,9.895600893,615.5941357,361.3864596,Batch2,23.61089749,0.576257142,57.78801582,11455.304
31.463556,18.157375,3,2.7040408,383.3366211,10.41841068,572.8213279,406.4733479,Batch3,27.57793423,0.82839795,54.64147185,11469.912
94.06215,16.663103,3,2.9557574,390.3753994,11.65755532,578.9734145,357.6675151,Batch2,25.50346508,0.729370549,57.49605811,11481.736
37.68302,17.59508,3,3.062681,374.899836,9.971332611,615.3956385,374.5745087,Batch4,26.90756226,0.635946562,53.09445871,11534.415
35.439407,16.929428,3,3.0373628,377.3012506,9.241608594,622.3808844,398.3901488,Batch4,20.90804873,0.846772396,56.24744027,11575.623
35.346733,16.74102,3,2.9243493,370.2123628,9.657962247,579.1228755,402.1306225,Batch4,19.31864905,0.834106404,42.40671998,11577.149
93.85198,29.151817,3,2.9855976,375.5570674,11.29543906,580.5575083,412.1938334,Batch2,20.57064193,0.928247554,59.36589378,11488.535
38.246635,16.549633,3,2.9122224,383.7730049,10.70378491,584.5696556,427.6176459,Batch2,22.33840929,0.939434618,43.61958445,11591.63
74.51582,42.92446,3,2.8275301,387.5698862,10.3968981,607.8414692,355.1951504,Batch2,23.85359309,0.780909727,40.49005536,11500.683
70.85431,37.59186,3,2.9909267,370.7783468,10.09272496,573.7452943,358.8683047,Batch3,30.1863769,0.662786283,50.6161475,11490.264
34.434906,17.347124,3,2.8761284,388.6960592,10.88828793,568.3394559,356.6945067,Batch1,25.43670728,0.764790225,54.23824526,11548.81
70.55816,38.58121,3,2.9522078,393.5563786,9.820716119,614.3091271,396.5465347,Batch3,27.42298551,0.679627563,54.32836869,11490.461
65.566086,22.565168,3,3.1882236,384.134349,10.74453245,622.3278352,354.6032739,Batch1,25.70800506,0.638678042,46.7846569,11541.745
34.354137,18.201607,3,2.9364252,398.7679581,9.914996345,600.0743524,432.0689394,Batch3,19.42282873,0.775787689,55.07663673,11469.159
35.63768,16.935911,3,3.0475862,372.262108,9.781872492,589.1066168,374.5300199,Batch4,25.08634763,0.828967087,56.85120109,11561.175
64.16077,21.077497,3,2.8390388,367.553453,9.990010052,594.5634171,453.3133743,Batch2,25.65391055,0.795285643,52.20023485,11585.073
35.034176,17.47767,3,2.9384878,362.2127975,10.19967404,591.0726267,403.5044131,Batch3,28.79961611,0.977209761,47.71984014,11526.896
41.011288,18.310434,3,3.1283176,394.9604431,10.46093613,636.7987927,399.0958328,Batch2,19.65705965,0.649318059,52.27149168,11507.432
36.101162,17.68178,3,2.9456515,386.5436566,10.68836464,621.4471924,435.8592562,Batch3,14.79794567,0.686170843,57.24460801,11511.354
36.70853,16.686956,3,3.0757527,379.4441533,7.549307767,576.6469772,428.4469382,Batch4,25.88131908,0.833821412,58.00943522,11574.882
31.572172,17.68906,3,2.6690478,382.7996863,9.853879554,590.7351322,416.8039945,Batch2,26.76925001,0.800179314,40.63033254,11470.731
41.67922,18.132313,3,3.0318244,368.7451095,10.18674402,603.5209833,452.8661377,Batch4,24.10307597,0.500931693,42.44797117,11543.3125
29.497852,18.976408,3,2.685177,404.4575198,11.70404963,609.038869,396.4485187,Batch1,25.1401045,0.656142734,40.09028096,11461.402
37.260677,17.807135,3,3.0809586,381.2922118,9.635997913,597.4547117,438.9384843,Batch2,29.39386189,0.626880926,49.84884365,11525.3955
36.75534,16.817583,3,2.9518774,381.0939479,10.63023729,624.8101308,391.810224,Batch3,22.70597212,0.919957443,48.72781855,11582.977
33.923763,18.098906,3,2.6561942,387.2576662,11.69602425,621.4084816,442.2180242,Batch2,23.60679579,0.933124365,50.91603324,11466.878
35.70067,16.796047,3,2.9959826,384.8100923,9.449625176,600.4126335,378.5422092,Batch1,25.39518222,0.641946571,53.67293464,11550.826
34.84285,16.71576,3,2.8549936,382.2388402,10.81518018,628.3543509,381.819378,Batch1,18.9009266,0.551035577,47.31567484,11565.356
65.194984,33.660072,3,2.9209242,372.0952554,9.858182533,620.0871624,424.5656487,Batch3,24.24051387,0.602600974,44.17154538,11483.334
35.451923,16.829927,3,3.0116339,384.7146836,10.09629301,622.2865479,373.3984624,Batch4,24.68128341,0.588284199,47.89640757,11568.892
47.934334,19.246725,3,3.0036988,398.820245,9.857511333,636.5120624,375.2069606,Batch2,33.18521107,0.61871768,40.18022001,11575.774
32.334293,19.192501,3,2.5949297,393.4542005,9.914514153,581.3173553,383.5788672,Batch4,23.50942171,0.617322451,56.58893354,11456.085
38.189907,17.027992,3,3.1763606,395.9318663,12.67752972,581.411853,424.6821647,Batch4,26.0000562,0.739919324,47.67452599,11504.39
51.311832,20.196548,3,3.089249,374.8878432,11.1755647,631.1161805,447.8326902,Batch3,29.59308803,0.65982069,52.45576685,11564.451
48.411697,19.515324,3,3.1459608,370.1039518,11.38139029,621.7781099,424.2024416,Batch2,20.81257637,0.779910875,46.49451245,11556.521
35.459145,16.649479,3,2.974009,378.7421308,10.89359479,634.1236433,441.0595669,Batch1,31.87870193,0.672067312,52.29624778,11564.423
43.59666,18.284311,3,3.1177225,380.5572491,9.214994569,565.0504128,409.7916649,Batch3,33.81935116,0.907338465,50.80870787,11552.578
55.671257,18.36586,3,2.944523,390.9419152,10.81596638,610.2205662,357.5815543,Batch4,24.85551856,0.975396239,44.1711866,11581.816
37.84375,16.650955,3,2.8367784,363.0753537,11.35834369,571.570267,361.0512833,Batch1,22.30286969,0.701959227,52.5064805,11588.289
34.11273,17.133839,3,2.8989532,395.2955032,9.817280421,600.3117759,410.9831176,Batch4,33.13559712,0.524734267,42.19244839,11546.653
36.959126,18.194893,3,2.8984585,378.419921,11.27226133,572.4597545,386.0581066,Batch2,28.97815436,0.619789124,49.62171694,11495.294
33.11322,18.04402,3,2.8683832,375.7311893,11.06346897,570.2462807,374.2624881,Batch4,25.40984602,0.550929082,54.39756118,11470.265
37.52192,16.467775,3,3.0671084,369.8789562,11.98163204,560.9734676,401.288262,Batch1,32.1342191,0.672381955,50.98125444,11496.457
39.41795,17.274836,3,3.038152,363.4514333,10.16577359,610.419105,423.3146415,Batch2,31.60496094,0.822557117,54.92542135,11542.678
37.991737,16.555737,3,2.8450432,388.2317058,9.621911214,588.7218093,392.3491143,Batch3,23.31871523,0.759453954,45.46325175,11584.906
37.14881,16.813568,3,3.1066182,380.7331797,10.21069751,568.4150628,438.2796483,Batch4,26.24364927,0.621437839,40.9763706,11579.071
33.937206,17.012297,3,2.8916953,367.100391,11.64845679,585.8270222,431.2375571,Batch2,27.88396244,0.883629526,41.11940755,11556.091
33.356113,18.54928,3,2.8891373,367.0492123,9.037275295,573.5155273,430.840637,Batch2,25.14365015,0.565740365,45.37450971,11465.814
34.931347,16.983496,3,2.8534257,376.642153,8.845299428,635.3355865,458.3708659,Batch3,18.04564705,0.614097988,48.15334184,11558.659
65.29969,29.400902,3,3.0067086,396.6902153,10.57151622,585.6003909,382.4752975,Batch3,20.30870248,0.838023575,50.75010411,11521.01
35.39692,16.873365,3,3.002319,377.4040865,10.14592857,586.7162819,420.9198145,Batch1,18.20868607,0.598617193,55.15322589,11554.712
35.762394,16.693075,3,2.977043,364.9685705,10.50618231,627.1886403,444.1026174,Batch2,27.46462152,0.839381358,56.79218967,11507.444
36.228447,17.151575,3,2.9612467,377.5425694,11.25624942,611.8204609,413.7476877,Batch2,19.07823841,0.988470675,53.87361948,11555.386
35.44571,16.974258,3,2.904258,377.2727643,10.05794452,616.8137286,436.8452394,Batch1,25.96209035,0.915676644,49.26417909,11556.146
35.370487,16.700884,3,2.9328525,353.0311336,9.001595335,610.8801443,395.5897404,Batch4,34.15951913,0.58000527,45.28974032,11562.773
34.59368,17.38241,3,2.9323363,379.4570513,12.13558525,635.6957027,414.954048,Batch2,32.13885092,0.760249211,48.5560465,11538.333
36.348915,17.30133,3,3.1201594,377.6906547,9.70221737,576.5600665,356.1233032,Batch2,15.81291677,0.711160782,45.46792304,11572.256
52.888767,25.924576,3,2.946508,386.9620636,9.652770302,639.1231393,458.4344366,Batch4,18.60649265,0.995834707,52.48925228,11490.522
90.57002,34.051506,3,2.849878,398.4895609,11.38297601,626.4764942,438.002033,Batch3,21.11741788,0.982200351,56.36413721,11500.916
52.172916,20.971813,3,2.999071,391.2656503,10.1924087,607.1178071,445.5689979,Batch3,19.15488155,0.563556026,50.36377487,11561.176
55.425663,21.247341,3,2.9919982,377.3111131,10.44928812,612.98973,426.3723706,Batch3,16.73092811,0.954365436,40.91678949,11576.608
38.011986,16.761936,3,2.9084105,368.9347409,10.8862321,611.9060701,370.4655036,Batch1,24.9457983,0.596709169,58.79497256,11580.411
34.837532,16.73553,3,2.9471428,405.733598,11.36686648,564.6716979,353.4131287,Batch4,28.52550275,0.659725751,45.88568024,11579.535
30.176687,19.217667,3,2.6019433,380.5921843,10.23323145,577.4413199,445.1122269,Batch3,29.77017019,0.67670399,58.29020677,11457.9375
41.536785,18.085686,3,3.1382234,380.1392929,11.7159616,636.9176708,393.5963719,Batch1,22.62761915,0.643411023,56.26136605,11567.366
33.981293,17.957401,3,2.8852546,379.7587491,8.791360121,602.7491543,379.0251364,Batch4,23.6404815,0.926621897,48.26250227,11467.377
37.345257,17.391968,3,2.9100294,381.9808476,11.10782979,590.2682883,411.7840255,Batch3,26.77838623,0.664966203,41.13407534,11577.768
30.406084,18.803026,3,2.7210383,378.5563959,9.828377954,620.9630771,396.2988375,Batch2,24.45757219,0.90836921,58.95407809,11462.506
44.71749,18.320444,3,2.8269353,374.2633799,11.59781705,601.9615154,421.6832595,Batch2,29.05303388,0.997188408,53.18107334,11583.223
45.002853,17.51527,3,2.9361086,374.5314106,10.61363558,561.0530217,403.2172556,Batch3,27.15182431,0.920380769,44.99307965,11596.494
33.00143,18.200861,3,2.87438,379.6724673,9.961675734,618.8990077,426.6956454,Batch3,23.11847788,0.673071463,50.67072407,11466.016
39.91506,17.563137,3,3.1364949,374.5657523,11.03027287,618.5774048,443.8765596,Batch1,15.71681844,0.855626197,52.70741018,11573.1
71.788956,40.143387,3,2.9524152,372.8715422,11.21455068,573.211897,371.5112712,Batch2,32.49515803,0.766961723,44.53318654,11493.638
35.636482,16.746437,3,2.8962352,381.0643023,11.0135153,636.5328071,386.2376169,Batch4,21.56958855,0.893258892,41.87081,11568.847
35.200493,17.083313,3,2.8748527,377.4502278,9.676243008,577.9126505,398.0497145,Batch3,26.78779323,0.576548697,45.34931092,11566.14
46.777363,14.100383,3,2.9459832,395.0399299,10.1127863,596.6199494,455.8264293,Batch4,15.41704166,0.819067296,40.95205337,11477.019
42.47501,8.012443,3,3.0635078,353.4903019,10.49674173,569.1788769,390.1866975,Batch3,24.94341708,0.886833387,41.3997302,11497.228
36.81637,16.78451,3,2.992191,390.9150685,10.46699228,608.2625856,391.9209835,Batch2,25.5013098,0.880615668,43.13170087,11578.608
36.844383,17.91634,3,3.0806081,392.4608519,11.09979638,590.0360896,421.8819775,Batch3,25.74301036,0.981796503,43.16812741,11526.154
36.885094,17.179756,3,3.0622952,359.2660977,8.888079014,588.253877,396.1119681,Batch4,40.06896641,0.52920569,44.9590317,11566.513
35.116978,16.970097,3,3.0283444,376.5731241,10.76746164,626.1581502,454.634612,Batch2,21.84440813,0.672889685,58.74858464,11581.746
41.57263,18.242598,3,3.1297245,376.2855913,10.26801492,560.764937,448.3915637,Batch3,29.10332113,0.738276791,51.51640046,11560.655
72.06248,38.795692,3,2.8910193,365.9248831,9.829199507,623.8357417,406.4749656,Batch2,27.61616226,0.654881764,48.4501036,11497.326
191.86595,30.773499,3,2.5140142,372.2218331,9.906010578,605.7158853,420.9252757,Batch1,21.60680504,0.654894757,51.27599337,11503.737
39.617924,18.419603,3,2.9532723,368.8942415,10.32836987,638.8878811,356.3833618,Batch4,29.02834702,0.588064303,40.11423106,11573.881
35.854485,17.004547,3,2.8390481,397.5227044,7.619131916,607.1554576,426.5303581,Batch3,24.17839532,0.906475702,57.89493819,11577.14
33.215225,18.554152,3,2.6315165,389.3567839,9.938968343,564.4303307,427.792096,Batch3,29.37621609,0.954034522,50.64626282,11460.6875
35.130726,16.729263,3,3.0317273,392.7155509,9.79934814,564.0516261,389.5119225,Batch3,34.80481312,0.54116368,49.0330133,11482.247
50.51245,19.701664,3,3.126943,387.2167206,10.92622657,630.6522389,374.1651172,Batch4,25.75399445,0.577449456,58.83203879,11546.983
86.72884,13.138273,3,2.9177728,368.7094823,9.855578654,627.2971316,450.6586242,Batch1,23.59437385,0.6142265,54.60816169,11473.447
42.51977,13.222554,3,2.9761667,374.7547973,10.32790896,587.671206,396.9375391,Batch4,30.25778092,0.754493742,46.7484168,11477.5
30.428942,18.172821,3,2.6468117,384.8937456,11.7338213,609.4425987,421.9076715,Batch3,31.98326583,0.895586017,58.72314963,11466.813
37.70909,16.088787,3,2.9857614,367.7787219,11.29548122,599.1673086,353.6661674,Batch4,20.5837123,0.535727762,57.0399525,11485.084
63.89028,5.0264845,3,2.9992545,387.1299843,11.22181712,637.3731244,395.5473883,Batch3,22.73521455,0.818406493,59.09067459,11489.388
39.895287,17.66012,3,3.0929365,377.596746,10.10010206,635.9968721,439.8984692,Batch4,28.37711636,0.574667728,41.92447875,11511.797
35.911163,17.462582,3,3.0692983,376.2517919,10.93442582,638.7071207,392.63336,Batch2,24.33983995,0.985728534,59.10569779,11548.588
71.30019,38.535267,3,2.92268,387.1095997,10.31288176,629.3159025,416.3477276,Batch4,20.22833994,0.949386715,50.85765678,11496.713
60.02123,21.800804,3,3.1537657,384.4426331,10.34312543,632.7641273,373.0841381,Batch3,27.70347414,0.974791424,53.44430159,11545.22
79.68352,13.130787,3,2.8983004,376.3903383,10.82774827,577.3823023,395.8178214,Batch3,28.35744858,0.553081939,44.24477799,11472.561
74.639046,24.267302,3,3.1765878,391.593298,10.02240513,626.4805431,452.040149,Batch4,23.32807122,0.744018191,42.8080298,11566.6875
191.55727,14.358558,3,2.6317613,369.1893667,11.69440248,616.7085691,412.3096925,Batch4,25.30674383,0.582623283,41.58774995,11488.71
42.278446,18.186108,3,3.1466928,386.1593561,10.37189589,637.0229207,449.2124605,Batch2,22.11713466,0.800177775,48.44626184,11574.5205
67.277626,35.198288,3,2.961711,385.9310126,10.99468845,605.7009463,449.2221229,Batch1,19.52381287,0.616369556,44.42698939,11490.765
47.65888,19.603256,3,2.9527612,376.9045356,11.66448038,566.8133733,453.856258,Batch1,22.51467697,0.885315492,41.63245817,11508.025
82.11913,11.500738,3,2.9238906,383.2613302,11.32532302,607.7919113,448.4930826,Batch2,25.36966175,0.8220013,59.10132392,11477.065
56.606194,27.307943,3,2.996026,367.4888642,9.372864718,614.9264742,350.3609242,Batch1,17.62455389,0.785802297,54.66782686,11505.975
51.454826,19.426727,3,3.1544788,389.2402702,10.85591672,577.6256823,452.7416381,Batch1,22.87993534,0.912613579,50.35709016,11564.288
34.347977,17.199888,3,2.9019444,378.1509786,11.18057552,591.5290707,365.1205383,Batch3,25.43915065,0.750136515,54.86694966,11530.664
34.446087,17.15783,3,2.9359307,374.7727698,11.21349042,607.8802731,354.3918876,Batch3,30.97329955,0.63492587,52.22916345,11548
41.933258,19.308916,3,2.889467,390.4900923,9.609364133,589.928459,356.0927388,Batch3,23.43703823,0.810352748,43.56065188,11548.056
38.38801,17.729645,3,3.1009068,372.9565631,9.97437181,589.9958174,388.3807815,Batch4,18.77048825,0.978531316,52.66872888,11570.791
36.142982,16.945011,3,3.0973864,365.915387,11.29564659,570.6469311,418.2884494,Batch4,23.95169994,0.800579682,53.62024538,11573.279
31.536469,18.951517,3,2.6015246,364.4337083,9.890591703,635.2597378,394.2542316,Batch1,22.16715348,0.814809725,44.74941678,11453.02
49.747616,22.650072,3,2.8609939,386.0600995,10.26024315,620.0395508,352.8109713,Batch4,27.76089278,0.967375341,46.40289295,11469.338
34.173992,18.517311,3,2.8337348,367.1957065,11.76070065,560.0994751,402.4130898,Batch3,23.31047337,0.75763755,47.6660132,11463.584
35.218292,17.093372,3,2.9507647,397.5479418,10.4617606,621.2490627,398.6343816,Batch4,11.44716689,0.998178731,52.05093279,11471.45
71.33584,39.014347,3,2.9768128,359.1807059,9.91858069,619.1835994,433.2534192,Batch1,43.45812251,0.579831022,42.53615964,11492.362
74.224754,41.978558,3,2.899234,396.9645637,9.797906115,560.7784768,380.7574188,Batch3,25.71181646,0.768519922,54.86956247,11501.968
36.477016,16.62921,3,2.974043,382.1101747,10.76617546,589.5683438,373.9284291,Batch1,25.44595755,0.606450421,46.92048542,11583.08
